lnL Kappa Omega Scale Phi Delta_lnL Convergence Gene
-29179.27 3.560452 0.1044182 1.030616 2.441515 1.639809 0 ENSG00000147912_FBXO10
-10651.42 2.549935 0.1051944 1.010281 1.52679 0.3458978 0 ENSG00000214517_PPME1
-17073.66 2.934028 0.3245983 0.9826865 0.9841007 0.0006688926 0 ENSG00000140254_DUOXA1
-10150.47 2.183773 0.09989255 0.99607 1.362436 0.1447847 0 ENSG00000109851_DBX1
-14644.89 2.728688 0.1976808 0.9742955 0.461423 0.3822224 0 ENSG00000123643_SLC36A1
-31553.6 3.389937 0.3535097 0.9819127 0.88592 0.01735356 0 ENSG00000163516_ANKZF1
-5925.61 2.36506 0.1109335 0.9779088 0.8951895 0.02038239 0 ENSG00000128654_MTX2
-11571.06 2.368713 0.0845122 0.9913329 1.042483 0.0008524948 0 ENSG00000154342_WNT3A
-6519.237 2.755245 0.1561964 0.9862542 0.8828037 0.01959486 0 ENSG00000116157_GPX7
-14450.56 2.350483 0.06661241 0.9922873 1.082906 0.01802939 0 ENSG00000134954_ETS1
-17396.76 1.923585 0.0568987 0.979627 0.5148437 0.5030149 0 ENSG00000092820_EZR
-5710.015 1.710368 0.1680231 0.9905858 1.16087 0.0307332 0 ENSG00000185129_PURA
-21456.93 1.987119 0.3709598 0.9906946 1.815029 0.7121521 0 ENSG00000166126_AMN
-66094.07 2.890877 0.1596179 0.9778508 0.7730462 0.1398595 0 ENSG00000102763_VWA8
-12686.16 3.54429 0.2228374 0.9847342 1.163302 0.02565927 0 ENSG00000126861_OMG
-8100.392 1.904209 0.5903596 0.9799267 1.298539 0.1080817 0 ENSG00000187658_C5orf52
-13609.21 1.875401 0.09774049 0.9871994 1.135131 0.02069314 0 ENSG00000138443_ABI2
-28801.2 2.78841 0.1791697 0.9983737 1.469127 0.3586723 0 ENSG00000101057_MYBL2
-7573.903 2.237548 0.1769924 0.988048 1.067783 0.009473862 0 ENSG00000179598_PLD6
-47935.36 3.40723 0.3093544 0.9804464 0.6563228 0.1700103 0 ENSG00000196155_PLEKHG4
-7284.922 3.374432 0.04936 1.012843 1.176143 0.04737191 0 ENSG00000152413_HOMER1
-10182.58 3.586737 0.1114216 0.9691405 0.5881227 0.6382236 0 ENSG00000198695_MT-ND6
-9743.809 3.440588 0.1069038 1.042383 1.609619 0.4605115 0 ENSG00000138594_TMOD3
-30952.37 2.727068 0.09083503 0.9839549 0.6154889 0.5666012 0 ENSG00000144711_IQSEC1
-22096.43 3.151856 0.2249213 0.9663638 0.2530025 1.414459 0 ENSG00000183549_ACSM5
-16587.09 2.976985 0.1907287 1.012747 2.315849 1.766119 0 ENSG00000056558_TRAF1
-47053.37 2.898512 0.108258 0.9955368 1.015576 0.0005073566 0 ENSG00000139116_KIF21A
-19462.68 2.884978 0.2078305 0.997631 1.666034 0.4457254 0 ENSG00000169758_C15orf27
-4875.968 2.845721 0.1512732 0.982513 0.5094523 1.241113 0 ENSG00000128626_MRPS12
-2689.961 3.015893 0.1113156 0.9909709 1.308305 0.08848961 0 ENSG00000100528_CNIH1
-8355.498 2.994499 0.1103552 1.003951 1.778933 0.5214817 0 ENSG00000102003_SYP
-9547.487 2.790386 0.1368881 1.005535 1.455113 0.3262584 0 ENSG00000117543_DPH5
-66302.62 3.326513 0.5926856 0.9589338 0.5688086 0.3168498 0 ENSG00000083093_PALB2
-9733.474 2.474629 0.1481048 0.9861342 0.9507565 0.005316407 0 ENSG00000100320_RBFOX2
-13815.12 2.886837 0.1108435 0.9817424 0.5069599 0.5324457 0 ENSG00000112578_BYSL
-12693.02 2.817683 0.1042047 0.9794957 0.7284244 0.1530327 0 ENSG00000101052_IFT52
-14459.4 2.488074 0.05127999 0.9885638 0.8525929 0.07119715 0 ENSG00000254087_LYN
-12797.8 2.877964 0.1179795 0.9744012 0.4897812 0.3190803 0 ENSG00000173406_DAB1
-20792.08 2.676619 0.2540139 0.9452481 0.2091835 1.612349 0 ENSG00000165259_HDX
-4628.95 2.899791 0.07554491 0.9868969 0.9402946 0.006401066 0 ENSG00000133874_RNF122
-25380.56 2.856719 0.07010961 0.973347 0.5938285 0.7862046 0 ENSG00000150093_ITGB1
-18858.96 2.340746 0.1772338 0.9888349 1.20079 0.08043273 0 ENSG00000174136_RGMB
-9825.947 3.048207 0.0767771 0.9890235 0.9375516 0.0112414 0 ENSG00000092094_OSGEP
-18433.68 2.492153 0.3238974 0.9881967 1.456079 0.3135436 0 ENSG00000100104_SRRD
-35682.35 2.990231 0.03611578 1.021467 1.496496 0.4003657 0 ENSG00000148606_POLR3A
-11702.4 2.209295 0.1299282 0.9834868 0.719076 0.2564249 0 ENSG00000060558_GNA15
-23819.76 2.488631 0.08403424 0.9814946 0.8286177 0.2075982 0 ENSG00000165091_TMC1
-14131.15 2.742295 0.2523567 0.972744 0.8394835 0.04973048 0 ENSG00000124787_RPP40
-10201.92 2.91435 0.2349755 0.974313 0.8276275 0.0536968 0 ENSG00000139921_TMX1
-7905.76 2.03882 0.2201578 0.9894627 1.171897 0.095442 0 ENSG00000150977_RILPL2
-34503.16 2.954191 0.1834645 1.001455 1.758628 1.075864 0 ENSG00000155363_MOV10
-6912.582 2.962997 0.260839 0.9884872 1.360049 0.1865311 0 ENSG00000149792_MRPL49
-7220.774 2.194568 0.1377325 0.9919261 1.364331 0.1490379 0 ENSG00000108179_PPIF
-9770.999 2.597222 0.1053002 1.007893 1.291267 0.1604995 0 ENSG00000214415_GNAT3
-29505.62 2.016016 0.1424791 0.979496 0.3014965 0.9295727 0 ENSG00000155034_FBXL18
-9475.923 2.78766 0.09881654 0.9656616 0.353344 0.6860295 0 ENSG00000180423_HARBI1
-9905.375 2.791768 0.1211266 0.9796059 0.3942929 0.5947968 0 ENSG00000128311_TST
-7119.491 1.824793 0.1717343 0.9754505 0.2853963 2.193229 0 ENSG00000115286_NDUFS7
-15137.49 3.24926 0.0792022 0.984229 0.6781774 -0.07704012 0 ENSG00000110693_SOX6
-25522.95 3.548181 0.1884061 0.983804 0.7845193 0.1423609 0 ENSG00000125447_GGA3
-16230.58 2.803774 0.1129675 0.9733995 0.6208767 0.3573207 0 ENSG00000134901_KDELC1
-9628.056 2.614449 0.09166731 1.018257 1.9629 1.276262 0 ENSG00000160087_UBE2J2
-8871.914 2.466695 0.07153367 0.9911753 0.9125603 0.006306424 0 ENSG00000168300_PCMTD1
-18609.43 3.345394 0.1200514 0.9918838 0.9685556 0.0009177044 0 ENSG00000172932_ANKRD13D
-18890.04 2.354671 0.2850048 0.9782797 0.4502043 0.7372941 0 ENSG00000100987_VSX1
-12062.12 2.382106 0.0699922 1.00294 1.392836 0.1856621 0 ENSG00000113194_FAF2
-9200.191 3.021481 0.272182 0.9963981 1.669569 0.5651759 0 ENSG00000124391_IL17C
-27702.72 3.341699 0.1590596 1.015131 2.250858 1.404757 0 ENSG00000138131_LOXL4
-9817.293 3.243078 0.1455337 0.9893269 1.06332 0.00553637 0 ENSG00000159348_CYB5R1
-5896.634 3.593673 0.1314591 1.005618 1.546688 0.5189382 0 ENSG00000105700_KXD1
-19665.36 2.760014 0.1421097 1.003143 1.81579 0.8173635 0 ENSG00000115902_SLC1A4
-37859.3 2.861754 0.2156679 0.9763271 0.8199658 0.04056345 0 ENSG00000164989_CCDC171
-10610.91 2.807847 0.08700439 0.9568255 0.1425188 2.511394 0 ENSG00000100938_GMPR2
-21034.52 2.670126 0.02681189 0.9829417 0.6961668 0.4631085 0 ENSG00000055130_CUL1
-7909.597 2.918376 0.1910649 1.007055 1.719417 0.741272 0 ENSG00000164284_GRPEL2
-8726.239 3.090291 0.08073875 0.9453089 1.209202e-06 3.364048 0 ENSG00000179097_HTR1F
-8194.558 2.700504 0.09656833 1.002298 1.411176 0.2486302 0 ENSG00000168090_COPS6
-4662.824 3.046305 0.05665005 0.9773666 0.4820381 0.9079241 0 ENSG00000162772_ATF3
-23453.12 2.513617 0.1548673 0.9721699 0.2291902 1.621183 0 ENSG00000153395_LPCAT1
-8055.276 3.860789 0.4498699 0.9826615 0.8521691 0.05737253 0 ENSG00000206069_TMEM211
-38020.07 2.83089 0.3263392 0.9773221 1.022762 -0.0002272161 0 ENSG00000187554_TLR5
-87689.42 2.997396 0.2923117 0.9647537 0.6084356 0.5038271 0 ENSG00000144674_GOLGA4
-13290.91 3.259541 0.2399297 1.029803 2.196321 1.178807 0 ENSG00000186812_ZNF397
-26681.46 2.932926 0.08390922 0.9981657 1.218247 0.1027017 0 ENSG00000113161_HMGCR
-7908.181 3.2806 0.0905005 0.9947411 1.375354 0.1217337 0 ENSG00000135845_PIGC
-19286.76 3.0127 0.1397287 0.9801301 0.5096499 0.5365164 0 ENSG00000010256_UQCRC1
-5243.194 3.022619 0.0186607 0.9793015 0.5701808 0.3424759 0 ENSG00000115963_RND3
-12354.26 2.738871 0.08494762 0.983861 0.8796186 0.01529407 0 ENSG00000073921_PICALM
-18657.11 3.252251 0.1029331 0.9870163 0.5713814 0.4614725 0 ENSG00000063245_EPN1
-11107.84 2.871661 0.1464455 0.9845881 0.7315643 0.1821027 0 ENSG00000274286_ADRA2B
-90655.76 3.477714 0.6342983 0.9658409 0.9203752 0.02257371 0 ENSG00000012048_BRCA1
-5841.162 3.069307 0.1636277 0.9796571 0.6520414 0.3518861 0 ENSG00000172113_NME6
-32412.58 2.964284 0.07638262 1.00212 1.34782 0.264776 0 ENSG00000135372_NAT10
-15473.58 2.491932 0.1795801 1.003397 1.528572 0.3161432 0 ENSG00000115827_DCAF17
-17395.13 2.803149 0.1096089 0.9830311 0.8619543 0.05159619 0 ENSG00000136738_STAM
-14079.31 2.437712 0.1009665 0.9917846 1.10483 0.02310427 0 ENSG00000171877_FRMD5
-32524.39 3.164767 0.30233 0.9833772 0.2071092 1.862869 0 ENSG00000161992_PRR35
-12645.01 2.20832 0.06719211 1.002027 1.485571 0.2911808 0 ENSG00000184937_WT1
-19644.81 2.832095 0.203053 1.000118 2.336654 2.714285 0 ENSG00000174514_MFSD4
-9602.658 1.601433 0.2255145 0.9833752 1.060721 0.004473257 0 ENSG00000205309_NT5M
-29120.79 2.725024 0.04470383 1.005523 1.219539 -0.0806077 0 ENSG00000135298_BAI3
-21859.73 2.190918 0.1522339 0.9992578 1.771933 0.6658946 0 ENSG00000101331_CCM2L
-27620.12 2.681459 0.1245889 0.9971855 1.400105 0.1800665 0 ENSG00000090857_PDPR
-27536.2 3.128602 0.1615264 0.9646828 0.4310966 1.241458 0 ENSG00000156502_SUPV3L1
-27663.25 3.508379 0.1692968 0.9513848 0.3356318 1.397377 0 ENSG00000163507_KIAA1524
-9778.62 2.975091 0.04309894 0.9945819 1.076379 0.00321872 0 ENSG00000141580_WDR45B
-5477.171 2.634521 0.07020155 1.004208 2.119537 0.7574696 0 ENSG00000169840_GSX1
-25757.91 2.632617 0.1039461 1.012524 1.722182 0.6409622 0 ENSG00000179562_GCC1
-37535.96 3.760684 0.2166257 0.9783281 0.5664738 0.7142606 0 ENSG00000165282_PIGO
-22601.82 3.136759 0.1812896 0.9963125 1.430954 0.04451711 0 ENSG00000177045_SIX5
-28605.12 3.477794 0.08855728 0.9989411 1.221324 0.07134629 0 ENSG00000146830_GIGYF1
-37735.81 2.382311 0.3989486 0.9772076 0.8103365 -0.02359718 0 ENSG00000142609_CFAP74
-36349.4 2.389491 0.1616019 0.9822363 0.6858688 0.2361861 0 ENSG00000072786_STK10
-24803.96 3.062254 0.1151064 1.010442 1.320877 0.1572364 0 ENSG00000165156_ZHX1
-11054.74 2.135015 0.4089536 0.9789948 0.3554775 0.6724211 0 ENSG00000159871_LYPD5
-6242.012 2.558169 0.09081223 1.001144 1.258177 0.08478651 0 ENSG00000106080_FKBP14
-31936.33 2.77927 0.2291676 1.005217 1.691089 0.5326335 0 ENSG00000188554_NBR1
-12633.64 2.906506 0.1173704 0.9879816 1.018907 0.0002018977 0 ENSG00000121764_HCRTR1
-41768.01 2.690493 0.3187499 0.9677676 0.7368008 0.1656063 0 ENSG00000039537_C6
-24118.42 2.553099 0.1339322 0.9864227 0.8544198 0.0359757 0 ENSG00000124159_MATN4
-4371.001 3.030098 0.07631108 0.9778523 3.401653e-05 1.928629 0 ENSG00000135617_PRADC1
-51700.19 2.516156 0.1300921 0.9900601 1.032193 0.003398085 0 ENSG00000118200_CAMSAP2
-10958.63 2.241017 0.1679602 0.9920777 0.8123181 0.03115401 0 ENSG00000203883_SOX18
-6418.499 3.5508 0.02469225 1.012285 1.81309 0.6584696 0 ENSG00000171621_SPSB1
-19762.43 2.965578 0.369566 0.9712234 0.5032986 0.9324461 0 ENSG00000196227_FAM217B
-9201.006 2.21827 0.126158 0.9830031 0.3999797 0.490299 0 ENSG00000167136_ENDOG
-13011.51 2.808733 0.4288656 0.9663406 0.9372313 0.01533423 0 ENSG00000183346_C10orf107
-7937.594 3.116443 0.05762513 0.9868202 0.5998296 0.2598999 0 ENSG00000117016_RIMS3
-13850.68 3.237534 0.1280217 0.9606325 0.457769 0.7331339 0 ENSG00000116266_STXBP3
-10139.21 2.629047 0.1997489 0.9875186 0.5516204 0.2100815 0 ENSG00000174165_ZDHHC24
-3132.288 3.649218 0.3197555 0.9814713 1.14866 0.02233877 0 ENSG00000164106_SCRG1
-15769.09 2.603978 0.2553498 0.9962374 1.734287 0.5105489 0 ENSG00000061656_SPAG4
-23733.66 3.072768 0.0212123 0.9539206 0.2162493 1.929828 0 ENSG00000115524_SF3B1
-28660.23 2.40413 0.09849448 0.986879 0.9894427 -0.002632723 0 ENSG00000151694_ADAM17
-35604.9 2.305035 0.1963655 0.9988677 1.466912 0.345419 0 ENSG00000129347_KRI1
-9369.842 2.983753 0.1023835 0.9788374 0.6751357 0.2211673 0 ENSG00000114354_TFG
-14673.74 3.211446 0.1443132 0.9781648 0.7906941 0.07769395 0 ENSG00000074935_TUBE1
-34546.4 2.55175 0.03191518 0.9770292 0.5344211 0.6317401 0 ENSG00000198795_ZNF521
-38680.58 2.73973 0.1849933 0.9743033 0.6098657 0.4851322 0 ENSG00000147488_ST18
-35840.39 2.418577 0.0838314 0.9817343 0.7643587 0.1346184 0 ENSG00000108018_SORCS1
-24574.82 2.86154 0.4304872 0.9845575 1.043536 0.00566445 0 ENSG00000104953_TLE6
-19812.43 2.956349 0.09568058 0.9983924 1.223839 0.0731756 0 ENSG00000152689_RASGRP3
-15227.7 3.172562 0.05184642 0.9992039 1.410339 0.5233166 0 ENSG00000105270_CLIP3
-13756.27 2.380239 0.06180939 0.9967898 1.337983 0.1128414 0 ENSG00000101144_BMP7
-11010.41 2.228555 0.2141488 0.9833913 1.099441 0.01979294 0 ENSG00000204655_MOG
-19832.7 3.329643 0.5413203 0.9611519 0.6178956 0.3429907 0 ENSG00000167981_ZNF597
-26756.27 2.414955 0.1626655 0.9814533 0.8274557 0.05524524 0 ENSG00000172995_ARPP21
-5381.539 2.757351 0.2371757 1.022189 2.006538 1.35302 0 ENSG00000150787_PTS
-77112.13 3.99432 0.04660303 1.002419 1.234208 -0.5192634 0 ENSG00000196924_FLNA
-37057.17 3.530908 0.2116639 0.9753775 0.5269 0.8892574 0 ENSG00000169641_LUZP1
-17149.41 3.255297 0.05441181 1.06402 2.568839 -4.701369 0 ENSG00000171492_LRRC8D
-17486.94 2.950044 0.1111426 0.9792504 0.7459639 0.1482807 0 ENSG00000035499_DEPDC1B
-13753.55 3.421612 0.1959395 0.9698954 0.3676729 0.6564764 0 ENSG00000112473_SLC39A7
-14197.31 2.077464 0.06736274 0.9726571 0.000374369 1.755748 1 ENSG00000104888_SLC17A7
-31757.56 3.120814 0.354337 0.9828158 1.335384 0.1959814 0 ENSG00000197057_DTHD1
-13048.98 2.954223 0.1712071 0.9638661 4.913289e-05 2.650519 0 ENSG00000169252_ADRB2
-4924.923 2.078008 0.08015845 0.9789746 0.6495346 0.3427523 0 ENSG00000164758_MED30
-9843.678 2.819146 0.1739009 0.9934989 1.251343 0.1082207 0 ENSG00000141698_NT5C3B
-79565.45 2.726927 0.09035565 1.000693 1.382869 -0.8464471 0 ENSG00000173898_SPTBN2
-15711.32 3.40425 0.2369056 0.9829681 0.4780993 1.434968 0 ENSG00000101255_TRIB3
-15104.64 2.855248 0.2541264 0.999616 1.70989 1.036159 0 ENSG00000110887_DAO
-5404.136 2.622953 0.2334174 0.9839132 1.034699 0.001485814 0 ENSG00000108826_MRPL27
-14612.94 2.892497 0.1178147 0.9915119 1.017962 0.0004546664 0 ENSG00000154359_LONRF1
-25868.55 2.246979 0.1246387 0.9823628 0.7653052 0.1158865 0 ENSG00000005100_DHX33
-28956.82 2.811114 0.1171685 0.9805398 0.7738742 0.1052759 0 ENSG00000213079_SCAF8
-19036.51 2.632254 0.1770944 0.9849882 1.044717 0.002695305 0 ENSG00000106086_PLEKHA8
-16882.41 2.617759 0.2592876 0.9521574 0.2648334 2.529554 0 ENSG00000135972_MRPS9
-15365.1 2.958062 0.3785883 0.9772683 0.6753787 0.3047665 0 ENSG00000146670_CDCA5
-62511.52 2.9255 0.1507281 0.9770133 0.7154208 -0.3017488 0 ENSG00000104067_TJP1
-21045.89 3.325434 0.2440229 0.9793923 0.4620085 0.4283673 0 ENSG00000100034_PPM1F
-8439.119 2.235914 0.08335585 0.9894495 0.8670031 0.03308596 0 ENSG00000144119_C1QL2
-15387.08 2.7187 0.3356127 0.9901485 1.51731 0.1338665 0 ENSG00000254585_MAGEL2
-19493.66 3.032137 0.1984188 0.962281 0.0002796951 2.773424 0 ENSG00000111012_CYP27B1
-12362.27 2.264324 0.03467362 1.024055 1.870967 0.8573155 0 ENSG00000065665_SEC61A2
-26759.66 3.020628 0.1696109 0.9754721 0.6051544 0.4750644 0 ENSG00000058866_DGKG
-34839.85 3.030714 0.1417682 1.025153 3.316162 5.067182 0 ENSG00000123453_SARDH
-76736.32 3.217093 0.1609833 0.9953317 1.207724 0.1128928 0 ENSG00000130723_PRRC2B
-15157.16 2.113295 0.3132386 0.9866679 1.47113 0.3597738 0 ENSG00000111802_TDP2
-4849.827 2.210654 0.1247824 0.9806487 0.9027147 0.0135395 0 ENSG00000113966_ARL6
-8672.271 3.00873 0.0626048 1.011612 1.601466 0.4325127 0 ENSG00000157064_NMNAT2
-30311.66 3.287397 0.2188805 0.9792329 0.8138777 0.07341544 0 ENSG00000197415_VEPH1
-18072.61 2.925863 0.1648425 0.9776426 0.3438043 0.7474761 0 ENSG00000135454_B4GALNT1
-17752.5 2.544145 0.2517491 0.9905083 1.577475 0.3048375 0 ENSG00000017483_SLC38A5
-11865.39 2.448182 0.2728222 0.9909332 1.647934 0.4715407 0 ENSG00000162511_LAPTM5
-123484.6 3.213071 0.3578377 0.9744416 0.5886218 0.2254764 0 ENSG00000129566_TEP1
-28537.98 3.229512 0.1235712 0.9730533 0.4027292 1.611262 0 ENSG00000133059_DSTYK
-24108.58 2.772321 0.1417612 1.018622 1.804776 0.9746534 0 ENSG00000101311_FERMT1
-14235.08 2.784221 0.1527075 0.985858 1.097495 0.01352779 0 ENSG00000139211_AMIGO2
-7163.267 2.698656 0.3071947 0.9863677 0.9970732 -1.912379e-06 0 ENSG00000125122_LRRC29
-31675.25 2.767721 0.05125526 1.012774 1.347126 2.356734 0 ENSG00000178568_ERBB4
-9748.299 2.944033 0.1947376 1.015179 3.12135 2.634446 0 ENSG00000116035_VAX2
-9559.281 2.693028 0.2289931 0.9731453 0.8597359 0.03441134 0 ENSG00000138068_SULT6B1
-9818.038 1.870803 0.09206941 0.9844715 0.8446203 0.05877193 0 ENSG00000154764_WNT7A
-11619.42 2.599124 0.1602092 0.9872968 1.168728 0.04403413 0 ENSG00000162928_PEX13
-19396.78 2.893762 0.09808613 0.9890734 1.034334 0.003626609 0 ENSG00000172350_ABCG4
-28366.33 2.889212 0.2671002 0.9543292 0.3516289 1.413063 0 ENSG00000028203_VEZT
-18269.95 2.448901 0.09259059 1.014603 1.646739 0.573177 0 ENSG00000077327_SPAG6
-12639.08 3.158271 0.1020062 1.00258 1.203707 0.1199051 0 ENSG00000168495_POLR3D
-50256.02 2.947969 0.2393602 0.9980926 1.945322 0.7658354 0 ENSG00000159363_ATP13A2
-22233.21 2.277662 0.2071885 0.9889426 1.227595 0.08759549 0 ENSG00000116701_NCF2
-31965.69 2.312247 0.1206366 0.9864079 0.6629221 0.2956473 0 ENSG00000158321_AUTS2
-16127.88 2.037304 0.1986536 0.9874215 1.162555 0.1084173 0 ENSG00000117054_ACADM
-14280.86 2.614306 0.02879769 1.017816 1.621966 0.4488523 0 ENSG00000196353_CPNE4
-65893.3 3.054936 0.2696432 0.9663264 0.3351176 1.295942 1 ENSG00000198300_PEG3
-42170.83 3.389011 0.1293341 0.9913986 1.04784 0.00270145 0 ENSG00000167716_WDR81
-12550.37 2.456867 0.2913703 0.9965201 1.500547 0.5593299 0 ENSG00000154429_CCSAP
-14496.33 2.069472 0.08435711 0.9947874 1.077864 -0.01395964 0 ENSG00000277586_NEFL
-50298.18 2.91141 0.2991263 0.9843368 1.175449 0.05549313 0 ENSG00000178163_ZNF518B
-83428.74 3.176237 0.1825696 0.9806431 0.3956774 2.617093 0 ENSG00000198753_PLXNB3
-36749.98 3.210813 0.05004003 1.036555 1.991066 -0.6678445 0 ENSG00000074054_CLASP1
-22532.33 3.208771 0.1587367 0.9971436 1.30062 0.1218687 0 ENSG00000118496_FBXO30
-22015.73 2.074361 0.1986238 0.9902289 1.316859 0.2081891 0 ENSG00000115252_PDE1A
-25591.67 3.19482 0.1927722 0.9757184 0.4250357 0.850162 0 ENSG00000105127_AKAP8
-21511.82 2.484645 0.3553209 0.9822311 0.7383678 0.1261537 0 ENSG00000172270_BSG
-15250.98 3.39722 0.2074702 1.008928 2.701122 2.108759 0 ENSG00000115649_CNPPD1
-14621.23 2.647313 0.1400223 0.980253 0.8036572 0.1084294 0 ENSG00000035115_SH3YL1
-2156.151 2.250739 0.3350246 0.9715013 0.4425256 0.3914828 0 ENSG00000137731_FXYD2
-33784.95 2.912197 0.3600372 0.9901421 1.147932 0.01543612 0 ENSG00000228672_PROB1
-6455.358 2.228163 0.08885892 0.9930227 1.051766 -0.004624436 0 ENSG00000148826_NKX6-2
-22765.28 2.91978 0.2892013 0.9673175 0.2415155 1.530557 0 ENSG00000149218_ENDOD1
-21423.68 2.527438 0.1443281 1.003068 1.650949 0.7918027 0 ENSG00000137699_TRIM29
-17094.21 2.692169 0.1658739 0.9759381 0.7480518 0.08862413 0 ENSG00000110911_SLC11A2
-12210.61 2.075612 0.08339017 1.013861 1.970515 1.281076 0 ENSG00000137693_YAP1
-14228.27 2.315139 0.1598436 0.9710724 0.7915645 0.09581038 0 ENSG00000084073_ZMPSTE24
-14287.67 4.000458 0.2348331 1.011656 1.645593 0.4833449 0 ENSG00000181894_ZNF329
-36321.99 3.330835 0.1335491 0.9940375 1.101643 0.01723296 0 ENSG00000050820_BCAR1
-24502.89 2.436566 0.07666877 1.020819 1.394961 0.2690415 0 ENSG00000196504_PRPF40A
-33338.54 3.25832 0.2514913 0.9784587 1.025367 0.001750234 0 ENSG00000164953_TMEM67
-29531.55 2.985609 0.1519326 1.048719 2.842609 3.319777 0 ENSG00000076242_MLH1
-8482.913 3.346778 0.05036464 0.9728326 0.0001398853 1.515197 0 ENSG00000165495_PKNOX2
-16924.89 2.964021 0.4562824 0.9916146 1.658087 0.6306383 0 ENSG00000205838_TTC23L
-5361.53 3.116407 0.03413242 1.002682 1.1883 0.06359057 0 ENSG00000101246_ARFRP1
-27125.43 2.577807 0.09689665 0.9645357 0.4225852 0.9751192 0 ENSG00000141385_AFG3L2
-30174.86 2.931317 0.09177853 0.9900689 0.9323514 0.01008618 0 ENSG00000148468_FAM171A1
-56727.33 3.1368 0.1337617 0.9796421 0.7381396 -0.06479681 0 ENSG00000128829_EIF2AK4
-5882.497 2.7805 0.1191417 0.9788319 0.7850105 0.1170042 0 ENSG00000172172_MRPL13
-20791.66 2.612165 0.3438642 0.9917005 1.699508 1.025249 0 ENSG00000112077_RHAG
-14195.08 3.667908 0.1429564 0.9932899 1.068816 0.01141998 0 ENSG00000102359_SRPX2
-13013.48 2.435981 0.04502051 1.008011 1.275733 0.09620295 0 ENSG00000117222_RBBP5
-3310.622 2.783842 0.1619723 1.003048 1.721082 0.352296 0 ENSG00000087884_AAMDC
-15318.76 2.889605 0.3305032 0.9621684 0.7422505 0.1303636 0 ENSG00000114204_SERPINI2
-24786.32 3.030491 0.1920714 0.9922967 1.413741 0.1893885 0 ENSG00000007541_PIGQ
-27750.77 2.670692 0.2643772 0.9920045 1.322944 0.2185712 0 ENSG00000166439_RNF169
-23420.44 3.085393 0.2015741 0.9826922 0.5814415 0.3107733 0 ENSG00000188566_NDOR1
-12547.42 2.220122 0.2812061 0.9865954 0.8089847 0.1042839 0 ENSG00000184731_FAM110C
-43339 2.971539 0.2627763 0.977885 0.6192033 0.3667104 0 ENSG00000163814_CDCP1
-22045.26 2.713004 0.4578439 0.962334 6.572459e-06 3.340334 0 ENSG00000132297_HHLA1
-31899.83 2.444 0.1525604 0.9738607 0.7565022 0.1921138 0 ENSG00000140563_MCTP2
-10102.26 2.770226 0.07070344 0.9731901 0.0001361105 2.005532 0 ENSG00000148798_INA
-12263 3.388226 0.07976659 0.98567 0.7905579 0.07756726 0 ENSG00000186625_KATNA1
-54508.8 2.480639 0.1775871 0.9999458 2.064092 1.641598 0 ENSG00000063169_GLTSCR1
-13841.96 3.488803 0.05221679 1.002428 0.9796607 0.0003348421 0 ENSG00000070367_EXOC5
-34877.78 2.91463 0.1208539 0.9778909 0.3697883 0.647494 0 ENSG00000129467_ADCY4
-5242.187 2.677645 0.04771436 1.004635 1.577043 0.8286446 0 ENSG00000072849_DERL2
-129724.2 3.142709 0.2065863 0.9769517 0.7936252 0.1591972 0 ENSG00000165124_SVEP1
-6481.264 2.699136 0.07091022 0.9864469 0.8881939 0.03199953 0 ENSG00000086300_SNX10
-12883.19 3.041788 0.2112151 0.9666345 0.5835118 0.293276 0 ENSG00000082146_STRADB
-15893.58 3.319041 0.1112808 0.9920048 1.102185 0.02496297 0 ENSG00000174343_CHRNA9
-7658.289 2.843412 0.3435581 0.9743231 0.7550547 0.1143457 0 ENSG00000118491_ZC2HC1B
-11465.93 2.536634 0.227944 0.9919023 1.315785 0.150152 0 ENSG00000185737_NRG3
-18855.92 2.994122 0.1648807 1.012119 1.540706 0.4176199 0 ENSG00000198901_PRC1
-4196.505 1.959281 0.258481 1.00919 2.531956 1.290865 0 ENSG00000255302_EID1
-41542.81 2.203761 0.3287609 0.9628482 0.5981119 0.4107649 0 ENSG00000104450_SPAG1
-41295.02 2.68337 0.1626745 0.9645804 0.5246285 0.467586 0 ENSG00000125257_ABCC4
-25312.25 2.080118 0.1435148 0.9963309 1.457676 0.2309454 0 ENSG00000007047_MARK4
-36108.99 2.697633 0.09793283 0.9818998 0.6345013 0.5064752 0 ENSG00000182463_TSHZ2
-65521.74 3.787074 0.2308811 1.027097 1.674814 0.5797252 0 ENSG00000101745_ANKRD12
-13148.51 2.386429 0.1042372 0.9854804 1.04207 -0.01201784 0 ENSG00000157593_SLC35B2
-19747.34 2.330947 0.1621479 0.9857297 0.8894689 0.01857299 0 ENSG00000146054_TRIM7
-27430.46 3.016916 0.04947545 1.016892 1.433325 0.4038529 0 ENSG00000065150_IPO5
-12137.49 3.08184 0.1222736 0.9754613 0.4876388 0.5711098 0 ENSG00000163686_ABHD6
-20267.64 2.616544 0.3058709 0.9894373 1.519095 0.2908885 0 ENSG00000155463_OXA1L
-9011.963 3.114086 0.06639933 0.9839868 0.6663738 0.4133356 0 ENSG00000119408_NEK6
-34654.86 3.333549 0.1937935 0.9802144 0.5934811 0.7342179 0 ENSG00000148600_CDHR1
