lnL Kappa Omega Scale Phi Delta_lnL Convergence Phi_sim Gene
-3626.569 2.623031 0.06474399 1.003014 1.465162 0.3240702 0 2.66935792774893 ENSG00000099622_CIRBP
-50177.73 3.635334 0.08277163 0.9623134 0.3147247 1.852773 0 0.444549393374473 ENSG00000138002_IFT172
-36388.77 2.679535 0.2675194 0.9796318 0.9397875 0.009920441 0 0.974766268394887 ENSG00000167280_ENGASE
-15194.98 2.983646 0.1008937 0.997982 1.315576 0.09887216 0 2.8363484737929 ENSG00000119574_ZBTB45
-68653.74 2.51283 0.3069799 1.000264 1.874963 0.8791336 0 2.35435540624894 ENSG00000257335_MGAM
-15543.76 2.464189 0.09570976 0.9837284 0.7544919 0.05010114 0 2.69197512301616 ENSG00000105229_PIAS4
-11299.51 4.491002 0.150805 0.9876908 0.9881623 4.310275e-05 0 1.2897338331677 ENSG00000016864_GLT8D1
-4422.59 3.067925 0.04150476 1.118573 4.650207 5.361268 0 2.57593109062873 ENSG00000018610_CXorf56
-16523.49 2.111991 0.4580746 1.036454 4.66637 5.76812 0 1.93705614446662 ENSG00000143443_C1orf56
-10999.94 3.292624 0.252999 1.057807 2.55696 2.272005 0 1.62997304205783 ENSG00000203757_OR6K3
-7156.351 3.40141 0.2383902 1.013371 2.165253 0.7947922 0 2.58277659863234 ENSG00000134152_KATNBL1
-14333.26 3.499313 0.1012315 0.9868989 0.9397195 0.04040972 0 1.16497265850194 ENSG00000092203_TOX4
-23152.03 3.079349 0.2728571 0.9707798 0.82608 0.04619971 0 0.930508106946945 ENSG00000169814_BTD
-18042.84 3.327913 0.04947642 1.036645 1.916406 1.899836 0 2.92210579896346 ENSG00000149136_SSRP1
-32760.68 3.064478 0.3087934 0.9536598 0.3558645 1.996353 0 0.0928251736331731 ENSG00000132300_PTCD3
-11845.51 2.928102 0.1751365 0.9999325 1.420763 0.2668286 0 2.51002479926683 ENSG00000089163_SIRT4
-22642.82 2.973346 0.3348562 0.9476959 1.592692e-05 3.883513 0 0.399824602995068 ENSG00000010219_DYRK4
-39709.64 3.277106 0.1113869 0.979771 0.7609685 0.1806695 0 0.893310853047296 ENSG00000163531_NFASC
-9456.49 2.996217 0.1070597 0.9990809 1.178997 0.05256467 0 1.42853417247534 ENSG00000140522_RLBP1
-19060.98 3.398229 0.4532241 1.210237 9.025072 12.66843 0 2.91270065540448 ENSG00000146233_CYP39A1
-13264.17 3.499581 0.3200933 0.9786906 1.048533 0.00374679 0 1.61321236914955 ENSG00000163687_DNASE1L3
-7492.926 2.282288 0.09458962 0.9798607 0.8380559 0.03985539 0 0.469041732838377 ENSG00000168994_PXDC1
-37495.42 2.909618 0.09167758 1.013677 1.587202 0.3379621 0 1.93179517169483 ENSG00000166377_ATP9B
-17696.24 3.297537 0.462067 0.9560964 0.2113809 3.648023 0 0.482013274217024 ENSG00000161911_TREML1
-8552.361 2.113752 0.09589589 0.9934864 1.361394 0.1484913 0 1.27330415672623 ENSG00000071655_MBD3
-25437.29 2.802289 0.2529615 0.9759049 2.434243e-05 3.332744 0 1.09766639652662 ENSG00000167513_CDT1
-15560.82 3.309598 0.1165232 1.051916 2.686493 2.0941 0 1.78622491657734 ENSG00000182944_EWSR1
-15249.16 2.632248 0.1246306 1.001379 1.559868 0.5888408 0 2.19455452286638 ENSG00000182732_RGS6
-13741.34 2.547591 0.08708864 0.9667383 5.975583e-06 3.182274 0 0.0301992064341903 ENSG00000156471_PTDSS1
-57920.64 3.069918 0.2466496 0.9693762 0.6269434 0.2768534 0 0.825676141306758 ENSG00000196878_LAMB3
-21065.44 2.749898 0.05374595 0.975039 0.5328754 0.4521206 0 0.916016273433343 ENSG00000160445_ZER1
-6461.743 2.993825 0.2461847 1.006316 1.908351 1.112769 0 1.93141454947181 ENSG00000118271_TTR
-10074.15 2.977561 0.3056005 0.9589609 0.4170125 1.321139 0 0.122574546374381 ENSG00000139610_CELA1
-32123.64 3.433559 0.06805123 1.00711 1.309807 0.138907 0 1.94786114268936 ENSG00000064313_TAF2
-22273.56 3.450991 0.1031098 1.112629 3.663849 4.097242 0 2.13916546502151 ENSG00000184613_NELL2
-77495.56 2.714316 0.3416302 0.9581305 0.4939446 0.7096967 0 1.04201407567598 ENSG00000081052_COL4A4
-7475.371 3.018233 0.440843 1.113392 5.368962 10.15656 0 1.81034420337528 ENSG00000112115_IL17A
-23666.63 2.867022 0.5939674 0.9988179 2.599629 2.168003 0 2.41398317785934 ENSG00000171067_C11orf24
-9997.803 2.578068 0.1475621 1.00401 1.52372 0.4912245 0 0.927650565980002 ENSG00000164879_CA3
-17595.57 3.245121 0.0879472 1.102303 3.335991 4.686603 0 2.23426823015325 ENSG00000001084_GCLC
-6912.172 2.192123 0.1381257 1.007168 2.072963 1.714125 0 0.876509503461421 ENSG00000106635_BCL7B
-12054.63 2.967881 0.2905885 1.187565 6.771991 6.074565 0 2.11243138276041 ENSG00000067533_RRP15
-14779.15 2.668199 0.1516938 1.083389 3.649628 4.764646 0 0.961649123579264 ENSG00000157456_CCNB2
-10444.72 2.876306 0.2628796 0.9644958 0.4503114 0.6670295 0 1.74765283428133 ENSG00000126947_ARMCX1
-18149.14 2.772067 0.09162279 0.992472 1.13347 0.04942026 0 0.806655281921849 ENSG00000113368_LMNB1
-15849.48 3.056624 0.08553938 0.9565522 0.4076225 1.007921 0 0.824034714605659 ENSG00000112319_EYA4
-23381.9 2.747981 0.3599478 0.9846895 1.432287 0.2792629 0 2.29004305810668 ENSG00000204539_CDSN
-11511.65 2.715772 0.1684044 0.9910694 1.298644 0.2052409 0 1.66097464598715 ENSG00000129932_DOHH
-16415.95 3.578893 0.0283406 1.056079 2.202969 1.770327 0 1.63301939656958 ENSG00000154229_PRKCA
-9090.438 2.089734 0.2236498 0.9892359 1.592361 0.3147853 0 2.95564752607606 ENSG00000130643_CALY
-5237.491 2.970331 0.2171115 1.066805 3.99326 3.946322 0 2.00873811403289 ENSG00000182118_FAM89A
-12384.66 3.379241 0.03063403 1.084461 2.464341 2.48512 0 1.40012817294337 ENSG00000170961_HAS2
-25132.03 2.881427 0.1943093 0.965262 0.2231226 3.43893 0 0.297506066272035 ENSG00000105127_AKAP8
-8177.828 2.928822 0.2457641 1.072577 3.385532 3.724776 0 1.17405471391976 ENSG00000101558_VAPA
-12455.2 2.898114 0.2786786 0.9922543 1.601429 0.498218 0 1.70681188744493 ENSG00000139624_CERS5
-5364.82 2.73745 0.1888836 1.016046 2.031487 1.192603 0 1.93145359237678 ENSG00000180992_MRPL14
-8985.54 2.996503 0.1244737 1.117488 4.750199 5.68716 0 2.78449699049816 ENSG00000162236_STX5
-24121.12 3.053541 0.2238239 1.028595 2.523709 2.229224 0 1.400437413482 ENSG00000164512_ANKRD55
-18452.64 2.89913 0.1989567 0.9995754 1.719554 0.5316932 0 2.28275472228415 ENSG00000185640_KRT79
-8269.033 3.239701 0.09866151 1.083485 2.861013 2.62241 0 2.47534991148859 ENSG00000077279_DCX
-14863.89 2.134212 0.09239528 0.9846515 0.8982249 0.008934965 0 1.29357288102619 ENSG00000169727_GPS1
-34143.9 2.953178 0.09335444 0.9966993 1.24202 0.1079807 0 0.656823614845052 ENSG00000189184_PCDH18
-12095.73 3.360846 0.475126 0.9594959 0.6820729 0.1440749 0 0.825503066880628 ENSG00000215029_TCP11X2
-17945.45 2.868826 0.1493339 0.9751404 0.6568397 0.2348088 0 2.42637703148648 ENSG00000161940_BCL6B
-8054.147 2.63948 0.542646 1.002205 2.721576 2.570099 0 1.70743957185186 ENSG00000167105_TMEM92
-2669.746 4.296874 0.07177732 1.066557 2.334839 0.992916 0 0.595334636745974 ENSG00000121579_NAA50
-12363.05 4.453708 0.1709655 0.968246 0.5300925 0.4758823 0 0.546585170086473 ENSG00000122733_KIAA1045
-43897.62 3.810569 0.1170756 0.9732656 0.3637458 0.6454214 0 0.692539573414251 ENSG00000132510_KDM6B
-6359.401 2.717115 0.1511768 0.9760401 0.7885839 0.07689813 0 1.52656717621721 ENSG00000213337_ANKRD39
-46190.53 3.276962 0.0522837 1.054146 2.138797 1.212145 0 2.17028112360276 ENSG00000092148_HECTD1
-16925.46 3.570705 0.107342 0.9727902 0.3627631 0.6272797 0 2.58470786595717 ENSG00000169635_HIC2
-2230.354 3.566405 0.2047002 1.028844 2.24305 1.118651 0 2.59170696185902 ENSG00000111850_SMIM8
-9876.679 1.795389 0.1042529 0.9695853 0.5149664 0.4969592 0 0.309804018354043 ENSG00000167460_TPM4
-15103.3 1.974153 0.3085337 0.9664464 0.6495167 0.3767025 0 1.52807854721323 ENSG00000171747_LGALS4
-6194.148 2.56047 0.1162497 0.9880133 1.150895 0.05368868 0 1.03469637106173 ENSG00000148908_RGS10
-19682.2 3.147207 0.3453347 0.9547643 0.5391758 0.6184983 0 0.645512080052868 ENSG00000175535_PNLIP
-141128.1 3.189071 0.2968737 1.060023 3.719054 4.93736 0 2.56834662496112 ENSG00000053747_LAMA3
-32579.58 3.690216 0.1545546 0.9415573 1.603895e-05 2.49235 0 0.793535148259252 ENSG00000153339_TRAPPC8
-2574.741 2.108822 0.1102705 1.155626 4.854972 7.512543 0 1.49808782525361 ENSG00000185088_RPS27L
-8139.473 3.993073 0.06349801 0.9624457 0.3460305 0.7787082 0 0.341409856919199 ENSG00000173914_RBM4B
-27222.52 2.067212 0.1141919 1.784242 22.84062 12.99168 0 1.82305575837381 ENSG00000107282_APBA1
-43606.16 2.515556 0.1826119 0.9733364 0.6035664 0.3898211 0 1.72085220459849 ENSG00000060069_CTDP1
-8406.754 1.515477 0.1762054 1.013802 2.884298 3.199715 0 1.3572976172436 ENSG00000066336_SPI1
-13009.53 3.018938 0.5299504 1.00613 2.914862 3.039005 0 2.14600125420839 ENSG00000100557_C14orf105
-11949.86 4.156993 0.03939855 1.06012 2.064752 0.8324097 0 2.51392802316695 ENSG00000198586_TLK1
-42899.97 4.123312 0.09541537 1.02287 2.383372 2.100471 0 2.91800445201807 ENSG00000038358_EDC4
-5124.37 1.965677 0.2821265 0.9585044 0.5514736 0.3778065 0 0.846241123974323 ENSG00000132570_PCBD2
-26116.65 2.442223 0.1560119 1.009359 2.16945 2.394604 0 1.60717032104731 ENSG00000049089_COL9A2
-25857.57 3.65902 0.1428217 1.18246 5.555256 7.98658 0 2.39777150074951 ENSG00000139990_DCAF5
-7840.664 3.521778 0.06753982 1.013617 1.479944 0.3823329 0 0.687008394626901 ENSG00000140395_WDR61
-16304.25 3.344399 0.1707362 1.117947 4.577282 5.81742 0 2.72511629574001 ENSG00000185697_MYBL1
-16641 3.742803 0.2140187 1.015456 1.803618 0.7382846 0 2.51337920408696 ENSG00000188467_SLC24A5
-5208.933 2.581508 0.1522675 0.9984657 1.643594 0.4104467 0 0.72694946732372 ENSG00000104164_BLOC1S6
-5346.038 3.70938 0.2048526 0.9963545 1.262981 0.0928655 0 1.40421488857828 ENSG00000166192_SENP8
-59264.89 3.290527 0.1652933 1.050436 2.907684 3.411683 0 2.86129305814393 ENSG00000197893_NRAP
-28935.75 3.551039 0.4511559 1.040947 3.285414 2.798784 0 2.8539942142088 ENSG00000137871_ZNF280D
-82885.11 3.473294 0.2071908 1.046648 2.816852 2.889232 0 2.28293544170447 ENSG00000152223_EPG5
-25124.72 3.154826 0.1655055 1.058328 3.364061 4.089675 0 1.57186677656136 ENSG00000070748_CHAT
-17981.59 3.107329 0.2158398 0.9581086 0.4444892 0.800561 0 1.15331345843151 ENSG00000241058_NSUN6
-21842.63 3.4658 0.2079823 1.045492 2.745728 2.824 0 2.82583523355424 ENSG00000013523_ANGEL1
-9310.467 3.464173 0.5473923 0.9543947 0.5940087 0.2916761 0 0.982148829381913 ENSG00000172086_KRCC1
-13848.88 2.544691 0.1814107 1.002672 2.055914 0.916969 0 2.76659241132438 ENSG00000158748_HTR6
-5022.067 4.001594 0.3378712 1.015939 2.125361 1.067788 0 2.05274574668147 ENSG00000255833_TIFAB
-7240.546 3.051851 0.6361679 0.9897388 2.222529 1.523545 0 2.09895122610033 ENSG00000188800_TMCO2
-15788.36 2.87297 0.2631348 1.024948 2.411868 2.481591 0 1.51516246260144 ENSG00000157036_EXOG
-21287.03 4.018472 0.05829037 0.9979377 0.9849729 8.493473e-05 0 1.57371981209144 ENSG00000090989_EXOC1
-17472.54 2.666924 0.2369057 0.9384061 1.266444e-05 5.793852 0 0.0609645559452474 ENSG00000135218_CD36
-11852.71 2.612961 0.3822965 0.9666674 0.5421878 0.4295404 0 1.14762735762633 ENSG00000169006_NTSR2
-11288.4 2.734105 0.1003671 0.9765779 0.5508751 0.4375169 0 0.990183766465634 ENSG00000277258_PCGF2
-9312.582 3.010671 0.2568919 0.9710626 0.3006311 0.9296163 0 1.61810461501591 ENSG00000178026_LRRC75B
-29037.42 2.35261 0.1557337 0.9836003 1.124652 0.01538299 0 0.572961225640029 ENSG00000006740_ARHGAP44
-35335.29 3.372099 0.2069501 1.039088 2.500038 2.138777 0 2.02219837903976 ENSG00000144747_TMF1
-9385.429 3.804756 0.3359026 1.048882 3.077548 3.337574 0 1.01036408543587 ENSG00000145088_EAF2
-31737.07 3.227923 0.1421952 1.346169 9.411973 17.12985 0 2.87540357653052 ENSG00000163749_CCDC158
-33081.31 3.547749 0.1389705 0.9813294 0.8346886 0.08313526 0 1.03264078055508 ENSG00000140691_ARMC5
-16440.31 1.85935 0.2039284 0.9774181 0.9624336 0.0006919563 0 1.57314489176497 ENSG00000196456_ZNF775
-1543.914 5.689949 0.1412764 0.9679464 0.4270493 0.7133983 0 2.48177832900546 ENSG00000102891_MT4
-26561.16 3.373286 0.1104207 1.047905 2.658794 2.330236 0 2.68650643411092 ENSG00000105875_WDR91
-9775.083 3.778631 0.1286834 1.026115 1.76153 0.6703504 0 2.94943537772633 ENSG00000108523_RNF167
-45333 2.807062 0.1891674 1.01752 1.988399 1.457207 0 1.35409521195106 ENSG00000111913_FAM65B
-37070.33 2.798103 0.1975992 0.9578543 0.2097852 2.03267 0 1.22065941151232 ENSG00000141506_PIK3R5
-19453.19 2.557725 0.2768713 1.007906 2.312282 2.109162 0 1.30651348130777 ENSG00000080823_MOK
-40982.37 3.241744 0.2874121 0.9966586 1.62584 0.9973946 0 1.7108509959653 ENSG00000011426_ANLN
-5291.266 2.389598 0.1860387 0.9785527 1.019008e-05 1.698718 0 1.69406426232308 ENSG00000070388_FGF22
-29364.91 2.552667 0.2034274 0.9807582 0.8553315 0.07607928 0 1.03415753343143 ENSG00000196642_RABL6
-12957.74 2.360277 0.2046494 0.9849446 1.12759 0.04899861 0 1.68404003977776 ENSG00000105364_MRPL4
-68866.65 3.153853 0.9928622 0.9560303 0.6971499 0.1906054 0 0.515238147927448 ENSG00000250423_KIAA1210
-12219.98 2.700622 0.3123469 1.059425 4.028341 4.891063 0 2.85159057145938 ENSG00000163605_PPP4R2
-27042.62 3.614319 0.3839214 1.000145 1.934022 0.9390985 0 1.72236169385724 ENSG00000138380_CARF
-9954.114 3.82226 0.09324802 1.104363 3.428111 3.077666 0 1.53306044032797 ENSG00000113240_CLK4
-26437.59 2.401492 0.1095552 0.9993466 1.448594 0.4208079 0 1.00592418713495 ENSG00000160633_SAFB
-13632.74 3.039218 0.2952008 0.9903661 1.53073 0.3452544 0 1.99870198010467 ENSG00000116977_LGALS8
-95661.79 2.948974 0.3434555 0.9643367 0.8262112 -1.24028 0 2.47303892369382 ENSG00000180113_TDRD6
-33444.92 2.270365 0.2789183 0.9711863 0.3310058 0.8432478 0 0.998617465607822 ENSG00000162341_TPCN2
-10355.28 3.133819 0.3438373 0.9795583 1.30536 0.1154833 0 2.00670326594263 ENSG00000150540_HNMT
-28194.01 2.794058 0.1534521 1.046785 2.382605 2.12176 0 2.93295172112994 ENSG00000163166_IWS1
-11084.94 3.630634 0.05407203 1.042889 2.285324 1.656598 0 1.60770762828179 ENSG00000156875_HIAT1
-40598.33 2.180119 0.4223937 0.9696699 0.9395993 0.004105463 0 0.885434553958476 ENSG00000179002_TAS1R2
-4634.204 2.146269 0.1512543 1.036678 2.715027 2.889592 0 1.58870817138813 ENSG00000135698_MPHOSPH6
-35782.88 2.332019 0.1267066 0.9817067 0.9130373 0.009904752 0 0.677271493244916 ENSG00000106665_CLIP2
-18636.18 3.58623 0.07951141 0.9885832 0.9393411 0.004795712 0 0.449158582370728 ENSG00000100982_PCIF1
-20951.61 2.853998 0.2773156 0.9543179 4.511269e-05 4.240314 0 0.541721074841917 ENSG00000114745_GORASP1
-1372.977 2.88761 0.02871288 1.136216 3.644632 3.756434 0 1.95733132143505 ENSG00000129055_ANAPC13
-21187.25 3.286406 0.1684095 0.9875315 1.181334 0.03285179 0 0.676100507145748 ENSG00000129315_CCNT1
-3657.404 1.957184 0.06555836 0.9730164 3.049289e-05 1.689678 0 1.82845989405178 ENSG00000197063_MAFG
-7666.333 3.81917 0.1015808 0.9646405 0.3609511 0.7055979 0 0.226103939814493 ENSG00000121073_SLC35B1
-28252.83 2.471371 0.207994 1.054538 3.876743 5.849054 0 2.88511738087982 ENSG00000134697_GNL2
-21114 3.144592 0.08114337 1.147949 4.493813 8.103197 0 2.60050730220973 ENSG00000100505_TRIM9
-73865.62 3.329163 0.3512286 0.9827883 1.091834 0.1251748 0 1.66086740372702 ENSG00000168334_XIRP1
-17471.41 2.894058 0.2274436 1.088923 4.0549 5.910546 0 2.18254702328704 ENSG00000174606_ANGEL2
-51184.51 2.766123 0.09256982 0.9511313 0.1467178 3.508863 0 0.179734569042921 ENSG00000049618_ARID1B
-26528.5 2.815634 0.3884408 0.9719483 1.0897 0.01810911 0 1.62252550246194 ENSG00000152592_DMP1
-14453.84 2.25657 0.3445883 1.002578 2.248257 1.127772 0 1.58069200906903 ENSG00000126821_SGPP1
-19699.14 2.42998 0.07936271 0.9852223 0.9552726 0.02831016 0 2.69573217700236 ENSG00000126561_STAT5A
-5576.833 2.969187 0.2514437 0.978312 0.937795 0.007133246 0 1.64721915847622 ENSG00000167550_RHEBL1
-12991.83 2.12025 0.237557 0.9580072 1.047921e-06 9.166984 0 0.0370686475653201 ENSG00000122986_HVCN1
-11343.73 2.33466 0.1590237 0.9828104 0.5074117 0.2554425 0 1.05284329131246 ENSG00000156966_B3GNT7
-24762.48 2.568924 0.06888109 0.9927856 1.104017 0.01252137 0 2.48794946470298 ENSG00000079805_DNM2
-10502.37 1.827759 0.06640853 1.008377 2.267555 1.777942 0 2.96646269224584 ENSG00000089116_LHX5
-13978.57 2.213935 0.2972659 0.9747521 0.2775632 2.377048 0 0.321593941189349 ENSG00000185187_SIGIRR
-5406.066 3.250636 0.02406077 1.098613 3.32894 3.582094 0 2.63419553660788 ENSG00000177981_ASB8
-12785.47 2.775961 0.1264735 1.072314 3.148053 4.059977 0 2.09507847111672 ENSG00000172340_SUCLG2
-17748.55 2.922374 0.1813495 0.9981449 1.521974 0.3317001 0 2.41842127544805 ENSG00000100625_SIX4
-32539.67 3.027361 0.2461614 0.9621276 0.3036836 1.063852 0 0.918093065964058 ENSG00000158220_ESYT3
-26598.58 3.230141 0.1958196 1.008796 1.988252 0.8513863 0 1.8779081068933 ENSG00000134686_PHC2
-74744.48 3.854618 0.06111942 0.9917761 0.9856777 -0.03071293 0 1.16328963940032 ENSG00000136068_FLNB
-16386.14 2.261019 0.4245233 0.9856966 1.778972 0.5708264 0 2.09823877899908 ENSG00000197405_C5AR1
-9935.353 3.629758 0.1949538 1.074263 3.09047 3.590274 0 2.53507953160442 ENSG00000174946_GPR171
-65150.04 3.116797 0.3572002 1.009078 2.230275 1.405552 0 1.58751861588098 ENSG00000177354_C10orf71
-16841.44 2.742392 0.193567 1.029161 2.601391 2.749061 0 2.83880955982022 ENSG00000166979_EVA1C
-6709.157 4.278081 0.07127893 1.182331 4.512246 6.092099 0 2.65740883955732 ENSG00000113552_GNPDA1
-16464.14 3.052816 0.1332541 0.9866998 0.9533582 0.002451827 0 2.61098030721769 ENSG00000101199_ARFGAP1
-4993.783 1.721901 0.8190317 0.9339825 6.671826e-06 3.386261 0 0.308133648242801 ENSG00000125788_DEFB126
-29386.41 3.06694 0.1976407 0.9670149 0.4467154 0.7987089 0 0.755530167371035 ENSG00000128805_ARHGAP22
-13124.71 2.077385 0.1252622 0.9933529 1.330246 0.1515448 0 1.49164355406538 ENSG00000161835_GRASP
-8072.434 2.509701 0.3990426 0.9690479 0.4780543 0.313056 0 0.683785729575902 ENSG00000189001_SBSN
-23606.42 3.190266 0.2363924 0.9534697 0.4451781 0.8254072 0 0.630275619216263 ENSG00000146856_AGBL3
-14369.05 3.81743 0.1882388 1.14857 5.098813 5.187693 0 2.57152227172628 ENSG00000082258_CCNT2
-7623.12 3.548976 0.1554587 0.9786594 0.9222832 0.0117397 0 0.452800407540053 ENSG00000186073_C15orf41
-25394.38 3.066674 0.4437325 0.9600126 0.6503908 0.2005397 0 0.912151303840801 ENSG00000173258_ZNF483
-12958.6 2.854921 0.04563256 1.007959 1.475677 0.6559947 0 1.46015829895623 ENSG00000160199_PKNOX1
-33615.09 2.627783 0.1417564 1.044092 2.861594 2.941092 0 1.94145583198406 ENSG00000037474_NSUN2
-5946.365 3.138643 0.07004657 1.047433 2.223271 1.750304 0 1.86316527030431 ENSG00000069974_RAB27A
-21039.72 2.186749 0.0887261 1.016775 2.417652 1.980084 0 2.37289581005462 ENSG00000188986_NELFB
-11379.17 2.647768 0.1156351 0.9705279 0.7237238 0.1556966 0 0.709566075587645 ENSG00000170153_RNF150
-2716.677 2.8991 0.1671872 1.030564 2.320746 1.373221 0 2.78725554887205 ENSG00000145022_TCTA
-11222.34 3.301635 0.2398993 0.9702875 0.6323586 0.2264691 0 0.686369019560516 ENSG00000101473_ACOT8
-6339.636 4.884781 0.07637234 1.031195 1.624393 0.4610363 0 1.39349755528383 ENSG00000164117_FBXO8
-17629.52 2.081576 0.1214725 0.9660178 0.4410837 0.7978094 0 0.437591184396297 ENSG00000135119_RNFT2
-23871.26 2.705674 0.2230804 1.002493 1.73444 1.191616 0 1.58736709831282 ENSG00000137747_TMPRSS13
-65100.8 3.674291 0.1299247 1.052242 2.193098 1.423021 0 2.05653486284427 ENSG00000083097_DOPEY1
-11820.54 3.242733 0.1211624 0.992697 1.122749 0.03225853 0 0.865685528609902 ENSG00000100558_PLEK2
-13770.51 2.883043 0.5675775 0.9650845 1.030466 0.002923267 0 0.842272253008559 ENSG00000214954_LRRC69
-96908.1 2.935532 0.3723229 1.020815 2.639387 2.202818 0 1.19515540776774 ENSG00000138771_SHROOM3
-4721.509 3.764335 0.02177174 1.013082 1.367005 0.1801413 0 0.922131570288911 ENSG00000134504_KCTD1
-32005.8 3.057847 0.2171117 1.070171 3.073258 4.46075 0 1.84363187849522 ENSG00000164099_PRSS12
-21766.35 3.003086 0.1655918 0.9951598 1.485908 0.2822927 0 1.26662221807055 ENSG00000031823_RANBP3
-39513.06 3.45855 0.125503 1.185009 5.984524 9.321918 0 2.74171028193086 ENSG00000120733_KDM3B
-11547.18 3.455821 0.06682096 0.9993266 1.194146 0.05538191 0 1.7612225166522 ENSG00000131089_ARHGEF9
-12873.92 2.53477 0.04705925 0.9697884 0.3693239 0.5669348 0 0.304566262755543 ENSG00000213023_SYT3
-3782.037 2.834617 0.05049532 0.9509574 1.118752e-06 1.129696 0 0.318556488258764 ENSG00000054116_TRAPPC3
-30909.11 2.868068 0.1183724 1.002511 1.480198 0.428846 0 0.665554214268923 ENSG00000115616_SLC9A2
-44783.75 3.316585 0.04770271 1.00655 1.160063 -0.01746143 0 1.45224346756004 ENSG00000136531_SCN2A
-37122.62 2.717955 0.1084542 1.127659 4.978827 6.302188 0 1.93956554029137 ENSG00000130939_UBE4B
-10298.31 2.922645 0.1561208 1.024915 2.737915 2.459951 0 1.44740074616857 ENSG00000180667_YOD1
-5015.028 2.783113 0.1141122 0.9498336 1.86443e-05 1.817623 0 0.155447408091277 ENSG00000134758_RNF138
-37574.25 2.298404 0.2012985 1.031442 2.9208 3.696619 0 2.52345145004801 ENSG00000130758_MAP3K10
-11765.12 2.696086 0.6358818 0.9571708 0.3670392 0.6404935 0 1.59533347561955 ENSG00000189023_MAGEB16
-11372.25 2.775428 0.1638524 0.9385596 1.746537e-05 3.748568 0 0.457593355095014 ENSG00000138032_PPM1B
-5790.94 2.557231 0.27233 0.9599242 0.6421851 0.3307816 0 0.258179679745808 ENSG00000008394_MGST1
-23986.61 3.506245 0.1305064 0.9682706 0.4048174 0.9819045 0 0.303607155801728 ENSG00000167491_GATAD2A
-13850.09 3.733921 0.293781 1.009753 1.827559 0.7936412 0 1.47754590259865 ENSG00000157181_C1orf27
-28247.37 2.947737 0.1264522 0.9556823 8.553125e-07 6.53023 0 0.352696117479354 ENSG00000169418_NPR1
-4714.128 3.201983 0.08988617 0.9764036 0.66225 0.1723377 0 1.24329076940194 ENSG00000108298_RPL19
-8314.282 2.99952 0.03942567 0.9998318 1.137252 0.02148654 0 2.72065912443213 ENSG00000143621_ILF2
-11796.3 3.083627 0.1881237 1.055226 2.818503 2.662572 0 2.12315727048554 ENSG00000138303_ASCC1
-5179.407 2.888226 0.1310331 1.085195 2.803088 1.954836 0 2.42474470892921 ENSG00000146373_RNF217
-82287.04 2.872043 0.3829783 1.06669 6.440019 3.354586 0 2.32055960339494 ENSG00000187741_FANCA
-14950.97 3.246853 0.08204346 0.9756296 0.3029539 1.016596 0 1.99985300051048 ENSG00000114626_ABTB1
-50319.39 2.794961 0.2368513 0.9572187 2.515132e-05 0.6288134 0 0.371218348620459 ENSG00000159363_ATP13A2
-11667.81 2.899525 0.1107829 1.223762 6.867166 11.18123 0 2.78456528275274 ENSG00000124171_PARD6B
-25517.75 2.937262 0.1553979 0.9550496 0.4125252 0.9664604 0 0.316299780970439 ENSG00000065609_SNAP91
-10148.03 1.46976 0.2102164 0.9734966 0.5521466 0.2125798 0 0.814261348452419 ENSG00000100379_KCTD17
-25196.71 2.40942 0.06884109 0.9615466 3.580886e-05 3.115776 0 0.0127149545587599 ENSG00000159842_ABR
-14982.04 2.797696 0.08361341 0.9815091 0.8761855 0.0197501 0 1.91490493551828 ENSG00000108344_PSMD3
-16507.63 3.16179 0.2113781 1.155132 6.077955 7.444824 0 2.91260201018304 ENSG00000143228_NUF2
-1482.142 2.214472 0.1328351 1.081071 3.507276 1.876218 0 2.07376552792266 ENSG00000171033_PKIA
-130817.7 3.013451 0.1266675 0.9817814 0.8611276 0.05271993 0 1.0568130989559 ENSG00000183914_DNAH2
-21612.69 2.829939 0.227255 0.9676633 0.4168943 0.8898781 0 1.18979499139823 ENSG00000105676_ARMC6
-11401.21 3.015742 0.1960502 0.9473298 0.3990788 1.089694 0 0.683354857144877 ENSG00000135046_ANXA1
-38105.95 2.942159 0.2476164 0.9716483 0.5444347 0.4038252 0 1.14403476356529 ENSG00000111452_GPR133
-27102.28 2.800949 0.2825089 1.116079 5.202887 7.438423 0 2.59038819372654 ENSG00000054983_GALC
-31450.87 3.201558 0.03576702 1.008072 1.272302 0.1246413 0 1.23916677106172 ENSG00000055163_CYFIP2
-13568.24 3.100445 0.5002064 1.024637 3.438559 4.097799 0 1.45841664704494 ENSG00000203952_CCDC160
-4185.169 3.043075 0.4155377 0.9705557 0.5941217 0.3966531 0 1.66216229810379 ENSG00000118702_GHRH
-12968.63 2.46123 0.2751615 1.05534 3.54666 3.983654 0 2.01211259141564 ENSG00000157343_ARMC12
-9688.594 2.279143 0.29948 0.9738172 0.5277293 0.2157977 0 1.44829845498316 ENSG00000112715_VEGFA
-6816.177 3.752618 0.3392794 1.071168 3.765959 5.336612 0 2.13257179339416 ENSG00000173261_PLAC8L1
-2013.939 1.874323 0.3151468 0.9752652 0.7915659 0.06926395 0 2.35145453154109 ENSG00000137731_FXYD2
