lnL Kappa Omega Scale Phi Delta_lnL Convergence Gene
-10722.35 3.561024 0.130759 0.9819507 0.7170222 0.2707584 0 ENSG00000148218_ALAD
-46671.78 2.233092 0.1771471 0.9733595 6.438911e-05 3.476975 0 ENSG00000007516_BAIAP3
-6571.617 2.639675 0.128395 0.9869041 0.574201 0.148481 0 ENSG00000253304_TMEM200B
-15180.96 2.408831 0.1588935 0.9992937 1.531654 0.3387406 0 ENSG00000165030_NFIL3
-14715.44 2.75569 0.1498249 0.9711742 0.5334125 0.4295179 0 ENSG00000215906_LACTBL1
-41681.31 3.591738 0.260061 1.015685 2.616556 1.821186 0 ENSG00000167173_C15orf39
-15314.85 3.428747 0.1913317 0.9991549 1.442222 0.3328071 0 ENSG00000134294_SLC38A2
-23784.05 3.048035 0.3121145 1.002671 1.712227 0.6815853 0 ENSG00000165325_CCDC67
-14202.62 3.169712 0.1880483 0.9933622 1.352337 0.1465186 0 ENSG00000123643_SLC36A1
-15349.74 3.782747 0.0858742 0.9953173 1.114963 0.01581188 0 ENSG00000100626_GALNT16
-19900.97 2.898375 0.05416345 1.004046 1.369024 0.4310172 0 ENSG00000196781_TLE1
-9253.67 5.045644 0.05193658 1.076826 2.730458 1.9966 0 ENSG00000126003_PLAGL2
-7351.73 3.241029 0.2072798 0.9917333 1.303375 0.1092237 0 ENSG00000114779_ABHD14B
-17247.82 2.582618 0.3681173 0.9929694 1.767427 0.9393794 0 ENSG00000162814_SPATA17
-27129.46 2.516475 0.2315324 0.9787078 0.5813858 0.239543 0 ENSG00000148384_INPP5E
-214718.9 3.2177 0.4272324 0.9843026 1.477555 0.3393354 0 ENSG00000084674_APOB
-3443.919 2.448898 0.151309 0.992117 1.353865 0.1742983 0 ENSG00000143158_MPC2
-34652.94 2.221882 0.2565855 0.9760615 0.8580238 0.02494627 0 ENSG00000087008_ACOX3
-8198.811 2.497224 0.1138329 1.009024 1.781899 0.2895515 0 ENSG00000117598_NONAME
-20833.27 3.946939 0.1005658 0.9593131 0.242003 1.585488 0 ENSG00000197548_ATG7
-12635.54 3.204801 0.462544 0.9925977 1.999825 1.448369 0 ENSG00000175877_WBSCR28
-15362.47 2.881186 0.4312873 0.9799462 1.431786 0.2565065 0 ENSG00000118961_C2orf43
-14824.91 2.768392 0.1674065 0.9703806 0.7149423 0.1646494 0 ENSG00000120053_GOT1
-57138.29 3.451183 0.3768527 0.9555261 0.2895602 1.093541 0 ENSG00000149308_NPAT
-24092.14 3.126544 0.08061586 0.9715801 0.5241356 0.6636281 0 ENSG00000183853_KIRREL
-18383.64 2.517662 0.1506887 0.9793171 0.620791 0.442916 0 ENSG00000214022_REPIN1
-166406.6 2.776435 0.2794435 0.9575198 0.09579983 6.636711 0 ENSG00000173821_RNF213
-12467.95 2.812876 0.1056146 1.061113 2.980274 2.396257 0 ENSG00000204897_KRT25
-26447.3 2.945257 0.2167849 0.9767911 0.5871508 0.2843729 0 ENSG00000161036_LRWD1
-25261.52 2.087003 0.1484284 0.9917825 1.341182 0.1519574 0 ENSG00000007047_MARK4
-77357.88 2.722378 0.3411484 0.9787921 1.242608 0.09300218 0 ENSG00000081052_COL4A4
-8494.96 2.973789 0.1490163 0.9687509 0.3028283 0.9416167 0 ENSG00000185825_BCAP31
-27598.25 3.357416 0.1024824 0.9842465 0.8424746 0.04813341 0 ENSG00000204574_ABCF1
-25682.61 3.607274 0.1080182 1.021955 1.61704 0.6118503 0 ENSG00000119927_GPAM
-18737.92 2.873591 0.1098157 0.9996215 1.438008 0.3309338 0 ENSG00000163513_TGFBR2
-16941.84 2.483538 0.2152251 0.9781298 0.8947478 0.021816 0 ENSG00000196839_ADA
-27667.83 2.130781 0.1118733 0.9954587 1.386319 -0.9287369 0 ENSG00000068078_FGFR3
-34318.97 3.51004 0.07273549 0.9582122 8.901837e-06 2.967644 0 ENSG00000165458_INPPL1
-3575.402 1.888865 0.2141232 0.9784209 1.254596 0.08365367 0 ENSG00000171530_TBCA
-28510.21 3.198406 0.1497518 0.9758003 0.637586 0.2264155 0 ENSG00000092445_TYRO3
-17273.85 2.889162 0.1434438 1.017303 1.670915 0.4380509 0 ENSG00000153914_SREK1
-27251.47 2.91093 0.0950912 1.005575 1.522866 -0.009200888 0 ENSG00000141385_AFG3L2
-6931.998 2.920306 0.5164473 0.9712946 2.929439e-05 3.117723 0 ENSG00000184601_C14orf180
-28818.98 3.200574 0.1714143 0.9754372 0.7763451 0.08679329 0 ENSG00000155629_PIK3AP1
-18269.89 2.886197 0.200369 1.042143 2.887056 2.146116 0 ENSG00000154781_CCDC174
-16028.61 3.380461 0.09154446 0.9935421 1.082557 0.01117594 0 ENSG00000157500_APPL1
-16779.9 2.783067 0.09154667 1.005557 1.516125 0.4612046 0 ENSG00000137266_SLC22A23
-134972.2 3.269667 0.3380132 0.969553 0.9113628 0.01887969 0 ENSG00000127914_AKAP9
-33027.75 2.805308 0.1061448 0.964632 0.4188038 0.9363485 0 ENSG00000118257_NRP2
-6237.026 3.083806 0.1295892 0.9936035 1.200559 0.07874406 0 ENSG00000167130_DOLPP1
-17552 2.751193 0.1220139 0.9766955 0.5270137 0.4620388 0 ENSG00000004660_CAMKK1
-19553.26 2.972154 0.2561979 0.9633536 0.2419601 1.583772 0 ENSG00000166558_SLC38A8
-15617.87 2.301099 0.0821019 0.9621922 0.1038296 5.843565 0 ENSG00000146576_C7orf26
-7786.639 3.427398 0.08965826 0.9882017 0.9117478 0.02038185 0 ENSG00000021300_PLEKHB1
-115855.8 3.268445 0.1802272 1.034511 2.411703 -0.5293476 0 ENSG00000007174_DNAH9
-11385.21 2.929529 0.06553412 1.013212 1.493635 0.3165504 0 ENSG00000137312_FLOT1
-34019.9 3.204826 0.2062653 0.9759568 0.8308737 0.07138178 0 ENSG00000197181_PIWIL2
-17875.83 2.745173 0.09796898 0.9771146 1.346274e-05 3.103467 0 ENSG00000127418_FGFRL1
-9594.982 2.84502 0.2257734 1.014126 1.962436 0.9803028 0 ENSG00000148690_FRA10AC1
-19533.1 2.427402 0.1716035 0.9864684 1.168484 0.05031699 0 ENSG00000131389_SLC6A6
-27199.24 2.895855 0.1832114 0.9740503 0.804087 0.06400904 0 ENSG00000072858_SIDT1
-70539.96 3.522406 0.1002668 0.9956601 1.218489 0.07163211 0 ENSG00000137642_SORL1
-22147.89 3.213993 0.1511857 0.9817088 0.8588926 0.03644139 0 ENSG00000170382_LRRN2
-20720.5 2.328305 0.1287397 0.9762998 0.5811325 0.2924426 0 ENSG00000157933_SKI
-9276.037 3.027565 0.1520245 1.041407 3.012986 3.322664 0 ENSG00000213619_NDUFS3
-4549.756 2.076357 0.3947547 0.9585903 0.5228111 0.4697079 0 ENSG00000130770_ATPIF1
-11647.97 3.012011 0.04749576 1.003297 1.23139 -0.3090147 0 ENSG00000182901_RGS7
-13967.65 2.104753 0.3402655 0.9689955 0.9209931 0.01608113 0 ENSG00000119888_EPCAM
-7731.565 2.37099 0.1059302 0.9916263 1.235494 0.1211351 0 ENSG00000124216_SNAI1
-68271.14 3.61643 0.1818122 0.972038 0.7106163 0.2285879 0 ENSG00000127329_PTPRB
-79025.84 2.654779 0.3688443 0.9568265 0.5274752 0.6058906 0 ENSG00000168356_SCN11A
-19989.91 3.38691 0.4603352 0.9718221 0.9422917 0.006747006 0 ENSG00000158423_RIBC1
-73138.73 2.245925 0.139586 0.9863365 1.146102 0.2064667 0 ENSG00000148408_CACNA1B
-48435.05 2.995696 0.3235155 0.9665157 0.6192565 0.3587398 0 ENSG00000023839_ABCC2
-10006.02 2.390708 0.2250764 0.9830442 1.24448 0.1129086 0 ENSG00000120279_MYCT1
-37622.25 2.282318 0.3534388 0.9823107 1.340823 0.1609102 0 ENSG00000127666_TICAM1
-26368.56 1.971923 0.2337928 0.956568 0.4304858 0.8500816 0 ENSG00000144057_ST6GAL2
-135047.7 3.476737 0.5751214 0.9657403 1.015269 0.005251955 0 ENSG00000108021_FAM208B
-57219.95 3.400852 0.3770221 0.9928091 1.722094 0.763031 0 ENSG00000135315_CEP162
-45271.45 3.203617 0.753279 0.9840505 2.14998 1.387779 0 ENSG00000143971_ETAA1
-4608.855 3.160406 0.05683036 0.9866959 0.9789855 0.0005299053 0 ENSG00000178307_TMEM11
-14139.16 3.137846 0.1414654 0.9730437 0.7469172 0.1267946 0 ENSG00000196323_ZBTB44
-22952.85 3.047805 0.1066424 0.9661392 0.3834185 0.5880682 0 ENSG00000116544_DLGAP3
-8623.362 2.498794 0.2256185 1.034924 2.738195 2.427358 0 ENSG00000169599_NFU1
-6457.765 2.525436 0.1714658 1.01228 1.670818 0.8838189 0 ENSG00000147684_NDUFB9
-14042.14 1.892772 0.1263357 0.975839 0.8095943 0.05847017 0 ENSG00000160216_AGPAT3
-16453.54 2.884486 0.1765702 0.9875764 1.127616 0.03792307 0 ENSG00000144152_FBLN7
-28137.26 2.15147 0.4078267 0.9774009 1.327463 0.1821181 0 ENSG00000100565_LRRC74A
-20021.93 2.603715 0.2151428 0.986837 1.233174 0.1158985 0 ENSG00000185761_ADAMTSL5
-11754.35 2.972599 0.3464739 1.01438 2.549723 1.775531 0 ENSG00000102349_KLF8
-11853.05 3.336653 0.3509579 0.9882484 1.482686 0.4317187 0 ENSG00000134042_MRO
-33469.07 2.734659 0.1846405 0.9664429 0.4591163 0.6788109 0 ENSG00000111344_RASAL1
-8117.923 2.723266 0.5073497 0.9974048 2.410523 1.928534 0 ENSG00000122862_SRGN
-38895.31 3.201115 0.2914466 1.004642 1.821474 0.7824371 0 ENSG00000156042_CFAP70
-13094.01 2.477033 0.1263371 0.9937872 1.364979 0.1290792 0 ENSG00000185924_RTN4RL1
-11707.19 4.096194 0.3395898 0.9380134 6.177008e-06 2.316377 0 ENSG00000142025_DMRTC2
-27585.58 2.978983 0.1080462 0.9904439 1.011119 0.0006194549 0 ENSG00000147852_VLDLR
-14863.14 3.437827 0.08726742 0.9782827 0.4803099 1.30148 0 ENSG00000114626_ABTB1
-4113.659 2.791205 0.07103544 0.9697684 0.5602405 0.3600841 0 ENSG00000143256_PFDN2
-13848.95 2.492416 0.1676144 0.9711767 0.4242552 0.8794964 0 ENSG00000140107_SLC25A47
-18469.01 3.574237 0.04084379 0.9805884 0.7257232 0.1607783 0 ENSG00000176049_JAKMIP2
-27516.24 3.396685 0.1393306 0.9768739 0.7226243 0.1751766 0 ENSG00000178764_ZHX2
-7935.374 3.155733 0.211377 0.9893496 1.21039 0.08274745 0 ENSG00000079257_LXN
-10267.38 3.746898 0.1622845 1.006743 1.476031 0.3136653 0 ENSG00000100647_SUSD6
-24512.03 3.427067 0.06071467 0.9979204 1.140137 0.02276407 0 ENSG00000185085_INTS5
-13271.28 2.963343 0.1679126 0.9621673 0.4772135 0.6404344 0 ENSG00000051108_HERPUD1
-20977.49 2.737856 0.7885296 0.9585924 0.6379578 0.2129745 0 ENSG00000273777_CEACAM20
-16346.53 3.141337 0.2108371 0.9827892 1.127892 0.02959591 0 ENSG00000164253_WDR41
-6436.592 2.64667 0.08085764 0.9871419 0.9040418 0.01283101 0 ENSG00000131094_C1QL1
-13056.88 3.404774 0.08220822 0.9806764 0.8024365 -0.002525153 0 ENSG00000149269_PAK1
-20621.31 3.304677 0.1291487 0.9861593 1.030304 -0.008758338 0 ENSG00000113643_RARS
-9696.285 2.547671 0.1404681 0.9789458 0.8814548 0.0302052 0 ENSG00000120942_UBIAD1
-30679.81 3.371406 0.1022891 1.060266 2.383293 1.458566 0 ENSG00000111817_DSE
-27241.78 2.887257 0.3711712 0.9767358 0.8832494 0.03250908 0 ENSG00000135744_AGT
-4401.255 2.312066 0.2531641 0.9917468 1.490373 0.2313199 0 ENSG00000175643_RMI2
-17103.65 3.158055 0.1355004 0.9729912 0.6832163 0.3429067 0 ENSG00000157800_SLC37A3
-4588.101 3.169764 0.3410592 0.9708421 0.5720437 0.4891028 0 ENSG00000177042_TMEM80
-7181.367 3.326032 0.07595714 0.994056 1.136456 0.02068445 0 ENSG00000158773_USF1
-9567.884 3.080443 0.5828888 1.033071 3.246386 4.082225 0 ENSG00000105954_NPVF
-21979.19 3.431187 0.1628894 0.9649999 0.446789 0.4096258 0 ENSG00000109118_PHF12
-25411.77 3.993093 0.07164543 1.80883 20.87215 -15.99862 0 ENSG00000146197_SCUBE3
-13436.24 2.939278 0.1245706 1.011283 1.649396 0.6036697 0 ENSG00000162706_CADM3
-33937.81 4.018331 0.1131834 1.002051 1.278822 0.120016 0 ENSG00000096070_BRPF3
-22065.35 3.381444 0.1788032 0.9712878 0.7395589 0.1436113 0 ENSG00000163811_WDR43
-29687.58 2.76006 0.6631403 0.9754054 1.389883 0.334889 0 ENSG00000160194_NDUFV3
-18632.85 2.962634 0.08317436 1.000561 1.421406 0.3273313 0 ENSG00000107937_GTPBP4
-9814.625 3.854503 0.07283288 0.9584801 0.3690039 0.9658459 0 ENSG00000181072_CHRM2
-55566.94 3.191387 0.4030175 0.9788516 1.143719 0.02760201 0 ENSG00000175267_VWA3A
-4368.737 2.393483 0.05595412 0.9720278 0.3990004 0.5369713 0 ENSG00000177971_IMP3
-8435.24 2.305187 0.1103054 0.9477403 2.39876e-05 1.43417 0 ENSG00000110367_DDX6
-5646.342 1.94 0.1104354 0.9745349 1.231722e-06 2.00134 0 ENSG00000101189_MRGBP
-10967.96 2.562342 0.3662346 0.9678149 0.4371408 0.4296879 0 ENSG00000184389_A3GALT2
-91695.38 3.685088 0.296212 0.9698922 0.7873886 -0.08527062 0 ENSG00000174197_MGA
-13727.62 4.291262 0.1739362 1.001986 1.530988 0.1471725 0 ENSG00000196670_ZFP62
-8304.278 3.291046 0.1351353 0.954158 0.2967327 1.04307 0 ENSG00000117620_SLC35A3
-12254.06 3.314755 0.2112926 0.9623211 0.3748019 0.6126101 0 ENSG00000166529_ZSCAN21
-16835.56 3.385676 0.3626242 1.008931 2.209037 1.643387 0 ENSG00000107960_OBFC1
-29222.73 2.832057 0.1639697 1.00758 1.624147 0.5165367 0 ENSG00000109452_INPP4B
-15960 2.932131 0.1578739 1.033091 2.510641 2.451799 0 ENSG00000001630_CYP51A1
-15746.71 4.151113 0.2211659 0.9620951 0.5318767 0.3916983 0 ENSG00000198315_ZKSCAN8
-5372.569 3.88281 0.0656987 1.019608 1.446998 0.2958427 0 ENSG00000041353_RAB27B
-18241.08 3.078408 0.1619425 0.9797945 0.9658036 0.002172858 0 ENSG00000055732_MCOLN3
-10740.78 3.039779 0.2784639 0.9668208 0.4863752 0.57794 0 ENSG00000171722_C1orf111
-18423.3 3.106715 0.1344095 0.9627728 0.4226427 0.9258391 0 ENSG00000135677_GNS
-59308.07 3.678362 0.5880153 1.003198 2.524609 2.070812 0 ENSG00000243978_RGAG1
-74099.06 3.477396 0.3536389 0.9628187 2.384003e-05 3.35309 0 ENSG00000168334_XIRP1
-14640.94 2.097036 0.04309731 0.9814354 0.7943838 0.332434 0 ENSG00000110047_EHD1
-3160.918 3.147699 0.1296472 1.009445 1.597038 0.3256025 0 ENSG00000197223_C1D
-15571.41 3.819685 0.2250723 0.9945337 1.425261 0.3497986 0 ENSG00000112855_HARS2
-26202.33 3.107992 0.3694092 0.9716342 0.8052666 0.0689608 0 ENSG00000117400_MPL
-15451.01 2.698941 0.3078503 0.9889599 1.635492 0.739072 0 ENSG00000174137_FAM53A
-21119.72 3.216029 0.1448433 0.9554143 0.2695007 1.35757 0 ENSG00000123213_NLN
-30315.3 2.848953 0.2346861 0.9908527 1.419004 0.2431212 0 ENSG00000178105_DDX10
-56340.14 2.988794 0.09163683 0.9888195 1.028139 0.001387522 0 ENSG00000184634_MED12
-52033.16 2.679605 0.2154744 0.9555786 0.6036255 0.2259039 0 ENSG00000168542_COL3A1
-2562.039 1.982118 0.06894497 1.0115 1.972594 0.4755358 0 ENSG00000215218_UBE2QL1
-31534.64 3.723726 0.05134911 1.061872 2.230299 -0.3455259 0 ENSG00000083642_PDS5B
-21417.27 2.745869 0.06588996 0.9861371 0.9269793 0.031754 0 ENSG00000119771_KLHL29
-22174.67 2.138458 0.2193869 0.9632917 0.4288146 0.8388035 0 ENSG00000139437_TCHP
-27463 2.998741 0.2768538 0.9850794 1.235116 0.0951644 0 ENSG00000142623_PADI1
-34272.54 2.293164 0.1154075 0.9754651 0.7718141 0.0981413 0 ENSG00000182606_TRAK1
-12290.96 2.850828 0.2034106 0.950984 3.812582e-06 3.663551 0 ENSG00000213996_TM6SF2
-14649.63 2.055864 0.1240462 0.9871034 1.188074 0.1026597 0 ENSG00000174279_EVX2
-4421.291 3.082086 0.04539237 0.9808311 0.5398966 0.4348547 0 ENSG00000180209_MYLPF
-37861.54 3.182606 0.1625522 0.9914068 1.174306 0.059528 0 ENSG00000166450_PRTG
-41526.34 3.161516 0.1036776 1.007176 1.426547 0.2455338 0 ENSG00000114770_ABCC5
-22862.62 2.843167 0.4357688 0.965791 0.7861021 0.1091781 0 ENSG00000115590_IL1R2
-22893.58 2.673744 0.3585359 0.9771143 1.235639 0.1158969 0 ENSG00000121940_CLCC1
-14710.4 2.116921 0.2068871 0.9703528 0.8282126 0.07619826 0 ENSG00000109771_LRP2BP
-16093.91 2.741439 0.1868594 0.9961198 1.418789 0.3124593 0 ENSG00000140743_CDR2
-30904.64 3.385323 0.09870655 0.9956442 1.156106 0.1412036 0 ENSG00000155974_GRIP1
-4446.551 1.331128 0.125546 0.963845 1.660361e-05 0.9649914 0 ENSG00000170689_HOXB9
-17517.57 2.934711 0.2403772 0.9736855 0.9159437 0.006875698 0 ENSG00000170854_MINA
-53286.33 3.054725 0.3346523 0.9969502 1.772118 0.9508616 0 ENSG00000092853_CLSPN
-9766.315 3.367213 0.0377054 0.9824124 0.7415082 0.1926854 0 ENSG00000166949_SMAD3
-13902.52 1.958461 0.6897761 0.9546456 0.2666334 1.308002 0 ENSG00000153563_CD8A
-14815.16 3.811563 0.05716598 1.014826 1.530983 0.3744526 0 ENSG00000101337_TM9SF4
-26569.23 2.97009 0.1569284 0.9615615 0.4490285 0.7686303 0 ENSG00000166912_MTMR10
-12997.79 3.389687 0.3827334 0.9731885 0.319274 0.8888233 0 ENSG00000101197_BIRC7
-22792.9 2.943372 0.1515059 0.9733657 0.4100335 2.07501 0 ENSG00000154025_SLC5A10
-17374.34 3.690325 0.7063856 0.9750889 1.419983 0.1884135 0 ENSG00000171872_KLF17
-9189.379 3.574356 0.2398501 0.9912721 1.357373 0.1813419 0 ENSG00000104231_ZFAND1
-33831.33 2.996348 0.5131912 0.969759 3.091199e-05 1.959963 0 ENSG00000260220_NONAME
-17046.63 2.091989 0.2896856 0.9796513 0.8777795 -0.06489105 0 ENSG00000167705_RILP
-5492.596 2.348626 0.05853432 0.9637569 0.436717 0.6957443 0 ENSG00000144834_TAGLN3
-12035.21 3.157182 0.1030677 0.9571864 0.3335074 0.8463972 0 ENSG00000176105_YES1
-9452.686 1.7537 0.08747001 0.9680851 0.5086441 0.5298828 0 ENSG00000167460_TPM4
-14907.15 3.08414 0.3022321 0.9577808 0.5412329 0.5673643 0 ENSG00000119900_OGFRL1
-16402.82 3.333375 0.5224072 1.00435 2.325048 1.944237 0 ENSG00000111247_RAD51AP1
-8614.284 2.112498 0.1522039 0.9755554 0.6942947 0.2479918 0 ENSG00000130813_C19orf66
-32256.01 2.453154 0.4560611 0.9832283 1.492184 0.3780054 0 ENSG00000182885_GPR97
-15387.8 3.149441 0.2072274 0.9972862 1.653709 0.6046165 0 ENSG00000151093_OXSM
-4678.354 2.999411 0.2702905 1.014699 2.335752 0.9808565 0 ENSG00000148444_COMMD3
-6841.313 3.140464 0.1348098 1.004754 1.451245 0.2696715 0 ENSG00000080822_CLDND1
-9959.971 2.749979 0.4889472 1.005325 2.456369 2.256037 0 ENSG00000163600_ICOS
-1716.017 3.395785 0.6603759 0.9635895 0.9107068 0.004149371 0 ENSG00000229453_SPINK8
-16078.18 3.03911 0.1751501 0.9667498 0.7054898 0.1740404 0 ENSG00000122591_FAM126A
-10279.79 2.328626 0.1785063 1.022224 2.236555 1.345185 0 ENSG00000186480_INSIG1
-15769.94 2.331136 0.06289626 1.000824 1.468758 0.2152162 0 ENSG00000256500_NONAME
-38197.48 3.598091 0.5369483 0.9544877 0.5779419 0.129061 0 ENSG00000173769_TOPAZ1
-13334.8 2.498007 0.1588609 0.9806989 1.025476 0.0007988389 0 ENSG00000197930_ERO1L
-25191.9 2.789093 0.2237817 0.9903607 1.382474 0.2092232 0 ENSG00000121486_TRMT1L
-9386.8 3.278663 0.1565576 1.037142 2.375834 1.795977 0 ENSG00000146151_HMGCLL1
-12940.74 3.345363 0.08953338 0.9893879 1.0406 0.002033087 0 ENSG00000092096_SLC22A17
-6437.388 3.216477 0.1295839 1.006524 1.522991 0.1897054 0 ENSG00000188895_MSL1
-44026.5 2.831805 0.08488741 1.037702 2.460121 2.113754 0 ENSG00000185920_PTCH1
-10601.15 2.919045 0.1757492 0.9555228 0.3402209 1.423699 0 ENSG00000145293_ENOPH1
-14138.41 3.329561 0.0607267 0.9863011 0.8706363 0.02743429 0 ENSG00000162613_FUBP1
-9911.414 3.909323 0.0320791 0.9561115 0.2671934 1.29855 0 ENSG00000106799_TGFBR1
-31241.27 3.154416 0.1248602 0.9872093 1.015698 0.001091414 0 ENSG00000135870_RC3H1
-6641.081 2.007208 0.1236434 0.9727319 0.3522408 1.444231 0 ENSG00000123388_HOXC11
-24095.49 3.048071 0.5225669 0.9781122 1.251006 0.1065524 0 ENSG00000171067_C11orf24
-4097.207 3.070206 0.05136022 1.020323 1.522092 0.3322475 0 ENSG00000134375_TIMM17A
-27120.36 2.54634 0.08064391 0.9677312 0.5764773 0.5028577 0 ENSG00000170579_DLGAP1
-16425.17 3.854601 0.1392785 0.9890781 1.090896 0.01320665 0 ENSG00000112234_FBXL4
-36057.82 2.217373 0.2166639 0.9756841 0.3668192 2.574999 0 ENSG00000110719_TCIRG1
-51173.71 3.308552 0.2324074 0.9817385 1.093952 0.01001407 0 ENSG00000151687_ANKAR
-20430.5 3.636062 0.1898128 0.9683494 0.6853405 0.2173316 0 ENSG00000152670_DDX4
-18029.57 2.462956 0.08920616 0.9656091 0.4683211 0.6558047 0 ENSG00000113368_LMNB1
-6280.408 2.144618 0.543653 0.9716099 0.9900293 1.241912e-05 0 ENSG00000167523_SPATA33
-9845.605 3.553611 0.1281972 1.00969 1.584986 0.5415407 0 ENSG00000138594_TMOD3
-15340.99 2.649106 0.2850459 0.9833712 1.223768 0.08965662 0 ENSG00000074410_CA12
-19490.01 2.509167 0.3492239 0.9790563 1.121609 0.02403737 0 ENSG00000186795_KCNK18
-16096.42 3.255245 0.1272991 1.000712 1.279053 0.1172472 0 ENSG00000170881_RNF139
-25776.91 3.612281 0.05099267 1.078526 2.484822 0.353969 0 ENSG00000107854_TNKS2
-8261.781 2.33516 0.101657 0.9869522 1.008318 -0.0002013983 0 ENSG00000173581_CCDC106
-15703.93 3.008847 0.1817045 0.9823596 0.9807759 0.0006495261 0 ENSG00000136573_BLK
-18687.59 2.02285 0.1516761 1.000824 1.834808 0.6698294 0 ENSG00000008382_MPND
-21133.21 3.334547 0.4053236 0.953109 0.5063518 0.5242345 0 ENSG00000147905_ZCCHC7
-13881.58 2.373378 0.08516836 0.9865167 0.9823778 0.0006279288 0 ENSG00000175048_ZDHHC14
-9844.807 4.250209 0.2831452 0.9717998 0.8231912 0.07933457 0 ENSG00000177150_FAM210A
-44412.94 2.432709 0.187588 0.9832513 1.08779 0.01328546 0 ENSG00000060069_CTDP1
-17835.37 3.411244 0.06495561 1.023147 1.991203 1.280465 0 ENSG00000129245_FXR2
-32087.82 4.108957 0.0578952 1.045159 2.013047 1.204565 0 ENSG00000128908_INO80
-14156.85 2.958358 0.2408217 0.9628207 0.5349578 0.6240705 0 ENSG00000165806_CASP7
-7233.037 2.784802 0.1533993 0.9737516 0.7152764 0.1537487 0 ENSG00000156795_WDYHV1
-10618.15 2.91884 0.1595154 1.02041 2.301652 1.806628 0 ENSG00000154945_ANKRD40
-25058.02 1.949363 0.2810417 0.9675737 0.3166266 1.794617 0 ENSG00000049540_ELN
-30056.67 2.349497 0.0716476 0.9748075 0.4722548 0.7659388 0 ENSG00000185989_RASA3
-37023.01 2.664532 0.3120898 0.978844 1.197607 0.08182961 0 ENSG00000134765_DSC1
-9687.553 2.197707 0.1312579 0.9777441 0.3979929 0.4960009 0 ENSG00000162040_HS3ST6
-44570.28 3.14545 0.1190069 0.9759831 0.7762662 0.08644882 0 ENSG00000168916_ZNF608
-28122.85 2.743138 0.1815586 0.9822771 1.06104 0.005860619 0 ENSG00000101057_MYBL2
-19761.78 3.535141 0.05264176 1.059866 2.221759 1.55768 0 ENSG00000136937_NCBP1
-24179.61 2.587604 0.2015361 0.97284 0.4635075 0.6749712 0 ENSG00000182858_ALG12
-6044.506 2.718869 0.0801099 0.9577999 0.2380563 1.607687 0 ENSG00000143622_RIT1
-7299.695 2.688765 0.2437629 0.9603813 0.2322334 1.692501 0 ENSG00000189320_FAM180A
-102241.7 3.31646 0.4677936 0.9891318 1.806079 0.6379557 0 ENSG00000080345_RIF1
-9545.617 2.40222 0.1688037 0.96183 0.5638965 0.1770995 0 ENSG00000138767_CNOT6L
-5432.436 2.236543 0.272002 0.9878188 1.584941 0.4973301 0 ENSG00000215217_C5orf49
-26245.77 2.448327 0.3402024 0.960586 0.268332 1.362095 0 ENSG00000168003_SLC3A2
-4229.709 2.652919 0.04273609 1.010984 1.612627 0.455676 0 ENSG00000075785_RAB7A
-9598.584 2.746569 0.1479034 0.9520326 0.3114624 0.979989 0 ENSG00000164031_DNAJB14
-17227.37 2.115575 0.1974685 0.9913466 1.526908 0.5459964 0 ENSG00000130561_SAG
-22488.36 3.019471 0.2302208 0.9770947 0.9718296 0.001666085 0 ENSG00000134253_TRIM45
-22567.12 2.492259 0.2959095 0.9785075 1.219616 0.08545309 0 ENSG00000173083_HPSE
-30171.16 3.570163 0.1517932 0.9710442 0.675337 0.3218857 0 ENSG00000174405_LIG4
-31178.99 3.295366 0.1636166 1.031761 1.965631 1.169645 0 ENSG00000168944_CEP120
-8969.861 3.591934 0.1328058 1.074593 3.099617 2.674661 0 ENSG00000151748_SAV1
-13559.55 3.094623 0.2914997 0.9539409 0.2153684 1.927972 0 ENSG00000185379_RAD51D
-9015.548 2.305668 0.270881 0.9842088 1.331193 0.1525474 0 ENSG00000124839_RAB17
-7943.84 2.49588 0.3685272 0.9598638 0.2994831 1.022647 0 ENSG00000163793_DNAJC5G
-20475.11 2.835533 0.2023137 1.005089 1.811438 1.014828 0 ENSG00000076641_PAG1
-4828.626 2.009756 0.2426517 0.9646869 0.7368981 0.1191759 0 ENSG00000132570_PCBD2
-13420.26 3.07608 0.3015781 0.9837034 1.187615 0.0744231 0 ENSG00000073598_FNDC8
-12275.91 2.520091 0.04685003 0.9934775 1.247611 -0.0504281 0 ENSG00000101438_SLC32A1
-11467.45 2.276467 0.5256906 0.9681923 1.106014 0.01875165 0 ENSG00000170006_TMEM154
-32580.59 2.752902 0.1373158 1.014137 1.829958 0.9195556 0 ENSG00000118762_PKD2
-7201.647 3.692624 0.1924202 0.9798141 0.7295277 0.09041557 0 ENSG00000179921_GPBAR1
-12927.69 3.068162 0.2824753 0.9753909 0.8815675 0.02113265 0 ENSG00000163141_BNIPL
-4387.245 2.771472 0.1999723 0.9771715 0.8177985 0.03898699 0 ENSG00000182187_CRYGB
-3369.356 2.619608 0.3298844 0.9670852 0.8512776 0.03392701 0 ENSG00000119013_NDUFB3
-13901.53 2.906363 0.3161244 0.9846749 1.43829 0.3886444 0 ENSG00000005059_CCDC109B
-7265.619 3.354103 0.2095486 0.9984141 1.701335 0.5360467 0 ENSG00000138621_PPCDC
